route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1,A20150614WKD,A20150614WKD_037150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_059200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_072800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_086000_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_098700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_111400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_124300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_137100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_043850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_057100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_070400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_083600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_096200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_108800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_121800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_134600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_041450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_054150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_066850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_080000_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_093200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_105500_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_056350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_069300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_082400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_095200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_107900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_120800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_133400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_046450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_059600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_073400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_086600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_099200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_111900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_124800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_137900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_039850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_054450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_067350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_080600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_093700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_106300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_119400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_131800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_144900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_050500_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_063250_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_076400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_089600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_102300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_115400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_128300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_007450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_021450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_034850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_047950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_061050_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_074600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_087800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_100200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_112900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_125800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_138900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_053850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_066350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_079400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_092600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_105100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_118400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_130800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_143900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_047450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_060100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_100700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_113400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_126300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_101500_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_114400_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_127300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_102700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_115900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_128800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_141900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_107100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_120350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_132800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_145900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_109600_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_122800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_135800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_096700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_109200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_122300_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_135200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_148550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_038150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_050850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_063850_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_077000_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_090200_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614WKD,A20150614WKD_103100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_007450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_021450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_035450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_048950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_062550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_076150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_089750_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_103350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_116950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_130550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_144100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_009450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_023450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_036900_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_050550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_064150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_077750_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_091350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_104950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_118550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_132150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_145700_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_011450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_025450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_039800_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_052950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_066550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_080150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_093750_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_107350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_120950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_134550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_148100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_013450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_027450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_041000_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_054550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_068150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_081750_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_095350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_108950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_122550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_136150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_150100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_015450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_029450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_043100_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_056950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_070550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_084150_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_097750_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_111350_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_124950_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_138550_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_017450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
1,A20150614SAT,A20150614SAT_031450_1..N02R,VAN CORTLANDT PARK - 242 ST,0,,
